Geom;DIAMETER_MM;INSTALLATION_DATE;LINING_MATERIAL;MATERIAL;geo_point_2d
"{""coordinates"": [[-123.13476731881254, 49.23426620892045], [-123.13469853149425, 49.23607154624012]], ""type"": ""LineString""}";500;1936-01-01;CENT;Steel;49.235168877580286, -123.1347329251534
"{""coordinates"": [[-123.16774089485384, 49.23476131252724], [-123.167643453629, 49.23478754920555]], ""type"": ""LineString""}";500;1972-01-01;Cement Lined;Ductile Iron;49.234774430866395, -123.16769217424141
"{""coordinates"": [[-123.16933299196786, 49.23476391920518], [-123.16856097595715, 49.234762718474]], ""type"": ""LineString""}";500;1972-01-01;Cement Lined;Ductile Iron;49.2347633188396, -123.16894698396251
"{""coordinates"": [[-123.11680357581938, 49.24087921274963], [-123.1155472637317, 49.23975523420466]], ""type"": ""LineString""}";1500;1969-01-01;blank;Steel;49.24031722347715, -123.11617541977556
"{""coordinates"": [[-123.11696030684286, 49.21316647275118], [-123.11695512994733, 49.21330014793224]], ""type"": ""LineString""}";1050;1953-01-01;blank;<blank>;49.21323331034171, -123.11695771839511
"{""coordinates"": [[-123.11694794845414, 49.213166125452716], [-123.1169603070551, 49.21316656270383]], ""type"": ""LineString""}";450;;blank;Steel;49.213166344078275, -123.11695412775461
"{""coordinates"": [[-123.12741872618561, 49.208455244786144], [-123.1268290423301, 49.20844628680423]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20845076579519, -123.12712388425786
"{""coordinates"": [[-123.13319337750148, 49.243175118143036], [-123.13319237706943, 49.24316072691363], [-123.13319110185994, 49.243146336000954], [-123.13318968902028, 49.243131855294514], [-123.13318800164552, 49.24311746485693], [-123.13318617712476, 49.24310316452979], [-123.13318421497429, 49.24308877440885], [-123.13318197804733, 49.2430743846046], [-123.13317960397484, 49.24306008491078], [-123.13317695488433, 49.243045695581486], [-123.13317401752099, 49.243031396536814], [-123.13317109389824, 49.2430170974762], [-123.13316775811128, 49.24300279889057], [-123.13316442256819, 49.2429885902569], [-123.13316081224993, 49.24297438193984], [-123.13315692715673, 49.24296017393933], [-123.13315290467732, 49.242945966097], [-123.13314874481179, 49.242931758412844], [-123.13314431041375, 49.242917640997284], [-123.13313973862988, 49.24290352373985], [-123.13312685923002, 49.24286548871805], [-123.13311274408215, 49.24282772497562], [-123.13309711817107, 49.24279014287652], [-123.13308011912964, 49.24275283221405], [-123.13306174696073, 49.24271579298758], [-123.1330420016671, 49.24267902519647], [-123.13302088349312, 49.24264261879211], [-123.13299852985297, 49.24260658261083], [-123.13297480331318, 49.24257089881962], [-123.13294969016157, 49.242535576428665], [-123.13292335550668, 49.242500705199475], [-123.13289578537027, 49.242466195194964], [-123.1328668426086, 49.242432136524315], [-123.13283680223893, 49.24239861882272], [-123.1328053892475, 49.242365552453066], [-123.13277286467105, 49.24233293711426], [-123.1327391188427, 49.24230086288375], [-123.13270413826605, 49.24226941972841], [-123.13266805984665, 49.24223842758507], [-123.13265938449815, 49.24223097149746], [-123.13265070915226, 49.2422235154092], [-123.13264217119543, 49.24221605916253], [-123.13263377014577, 49.242208422853246], [-123.13262550648511, 49.242200786385595], [-123.13261738021338, 49.24219314975962], [-123.13260939108964, 49.24218542302325], [-123.13260140172754, 49.24217760633419], [-123.13259354975429, 49.242169789486866], [-123.13258597231527, 49.24216188237153], [-123.13257839487868, 49.24215397525569], [-123.13257081720371, 49.24214597818719], [-123.13256351430364, 49.242137980802895], [-123.13255634855136, 49.24212989330835], [-123.13254918256068, 49.24212171586123], [-123.13254229158544, 49.242113628050554], [-123.13253540013098, 49.242105360335174], [-123.13252864606493, 49.242097092461755], [-123.1325220293872, 49.24208882443033], [-123.13251072473795, 49.24207426510712], [-123.1324998320127, 49.24205961535792], [-123.13248921384927, 49.242044884335584], [-123.13247900734461, 49.24202996394013], [-123.13246907564195, 49.24201505222388], [-123.13245955559756, 49.24199995113468], [-123.13245031009002, 49.241984759777516], [-123.13244147650485, 49.24196947799491], [-123.1324330550823, 49.24195419573912], [-123.13242490795525, 49.24193873326344], [-123.13241717274968, 49.24192318036259], [-123.1324098497057, 49.24190762698881], [-123.13240280119695, 49.241891983347436], [-123.13239630199418, 49.24187624912369], [-123.13238993994055, 49.24186042478995], [-123.13238412743262, 49.241844599826095], [-123.1323785894587, 49.24182868459489], [-123.13237346340391, 49.241812678939], [-123.13236874950825, 49.241796672810594]], ""type"": ""LineString""}";1050;1967-01-01;blank;Steel;49.24246148330104, -123.13283097344643
"{""coordinates"": [[-123.12126145418972, 49.28020220586245], [-123.12055029391463, 49.2797361090789]], ""type"": ""LineString""}";750;1983-01-01;blank;Concrete;49.279969157470674, -123.12090587405217
"{""coordinates"": [[-123.06986198469134, 49.262816690524986], [-123.06986224802357, 49.26280850472836]], ""type"": ""LineString""}";400;1993-01-01;Cement Lined;Ductile Iron;49.26281259762668, -123.06986211635744
"{""coordinates"": [[-123.1373204303969, 49.294054133954454], [-123.13735557370161, 49.294030884675436]], ""type"": ""LineString""}";450;1938-01-01;Coal Tar;Steel;49.29404250931495, -123.13733800204926
"{""coordinates"": [[-123.05973019554445, 49.282928744867846], [-123.05973174315274, 49.282843973545674]], ""type"": ""LineString""}";750;1985-01-01;blank;Concrete;49.282886359206756, -123.05973096934859
"{""coordinates"": [[-123.13061369430962, 49.29062319342872], [-123.13062898527494, 49.29063307082581]], ""type"": ""LineString""}";600;1928-01-01;blank;Steel;49.29062813212727, -123.13062133979226
"{""coordinates"": [[-123.0777796289856, 49.26520640704707], [-123.07773703252482, 49.265206084901145]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.26520624597411, -123.07775833075522
"{""coordinates"": [[-123.02834020197187, 49.27533275509002], [-123.02720905505721, 49.27533431329857]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.275333534194296, -123.02777462851455
"{""coordinates"": [[-123.12710023140981, 49.201389563615805], [-123.12711416182081, 49.201361662842366]], ""type"": ""LineString""}";450;;blank;<blank>;49.20137561322909, -123.12710719661531
"{""coordinates"": [[-123.12705031530015, 49.20140967806182], [-123.12708753411587, 49.201416554504895]], ""type"": ""LineString""}";450;;blank;<blank>;49.20141311628336, -123.12706892470803
"{""coordinates"": [[-123.12581059051445, 49.201775587761745], [-123.12538659440183, 49.20119096725575], [-123.12461923788968, 49.20013676535582]], ""type"": ""LineString""}";900;1968-01-01;blank;<blank>;49.20095593941133, -123.12521524059264
"{""coordinates"": [[-123.12748314576443, 49.203537588696705], [-123.12756436958647, 49.203626543503866]], ""type"": ""LineString""}";1050;1967-01-01;blank;<blank>;49.20358206610028, -123.12752375767545
"{""coordinates"": [[-123.12186334958496, 49.259628792909076], [-123.12164582299765, 49.259625567977594]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25962718044333, -123.1217545862913
"{""coordinates"": [[-123.15567584456066, 49.227195287242004], [-123.15562145381998, 49.227194640906596]], ""type"": ""LineString""}";450;1998-01-01;Cement Lined;Ductile Iron;49.2271949640743, -123.15564864919031
"{""coordinates"": [[-123.15491579964487, 49.23830759202303], [-123.15479418855924, 49.238305731105314]], ""type"": ""LineString""}";750;1931-01-01;CENT;Steel;49.23830666156417, -123.15485499410205
"{""coordinates"": [[-123.1439474864318, 49.27695220764484], [-123.14393092305644, 49.27692974031027]], ""type"": ""LineString""}";1200;;blank;Steel;49.27694097397756, -123.14393920474413
"{""coordinates"": [[-123.1439474864318, 49.27695220764484], [-123.14281096942484, 49.2773674054756]], ""type"": ""LineString""}";1950;1971-01-01;blank;Steel;49.27715980656022, -123.1433792279283
"{""coordinates"": [[-123.12583575022524, 49.25969429262793], [-123.12533451649641, 49.25968612108614]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25969020685703, -123.12558513336083
"{""coordinates"": [[-123.12653147689926, 49.25970557738924], [-123.12616670834223, 49.25969968863503]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25970263301214, -123.12634909262076
"{""coordinates"": [[-123.12712241726872, 49.25968782881083], [-123.12689567013054, 49.259696092804596]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.259691960807714, -123.12700904369963
"{""coordinates"": [[-123.0301408550069, 49.27408757249361], [-123.03004037405576, 49.274087157896474]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.274087365195044, -123.03009061453133
"{""coordinates"": [[-123.07749652413567, 49.26615571698804], [-123.07749541418485, 49.2662105614723]], ""type"": ""LineString""}";750;1993-01-01;blank;Steel;49.266183139230165, -123.07749596916027
"{""coordinates"": [[-123.05434608343698, 49.20590802644401], [-123.05434594615086, 49.2059080265086], [-123.05428376114922, 49.20591318306819]], ""type"": ""LineString""}";400;1990-01-01;Cement Lined;Ductile Iron;49.205910599128174, -123.05431492205884
"{""coordinates"": [[-123.13294394283206, 49.28417047741795], [-123.1328025660149, 49.28426418980544]], ""type"": ""LineString""}";450;1969-01-01;Cement Lined;Ductile Iron;49.28421733361169, -123.13287325442347
"{""coordinates"": [[-123.12426188386355, 49.20683248774401], [-123.12427645983809, 49.20684728731407]], ""type"": ""LineString""}";450;1979-01-01;Cement Lined;Ductile Iron;49.20683988752904, -123.12426917185081
"{""coordinates"": [[-123.13000269090664, 49.20849529997615], [-123.12985988612371, 49.20849304088047]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20849417042831, -123.12993128851518
"{""coordinates"": [[-123.134644266614, 49.237960242975014], [-123.13464376210696, 49.23797679481833]], ""type"": ""LineString""}";600;1974-01-01;Cement Lined;Ductile Iron;49.23796851889667, -123.13464401436049
"{""coordinates"": [[-123.13448922537285, 49.241572706930604], [-123.13443656050218, 49.24160623052712]], ""type"": ""LineString""}";600;1975-01-01;blank;Steel;49.24158946872886, -123.1344628929375
"{""coordinates"": [[-123.16582961545794, 49.23502182193733], [-123.16583025561519, 49.23500787837477]], ""type"": ""LineString""}";450;1968-01-01;blank;Steel;49.23501485015605, -123.16582993553656
"{""coordinates"": [[-123.16583025561519, 49.23500787837477], [-123.16583023754781, 49.235002481248316]], ""type"": ""LineString""}";650;1968-01-01;blank;Steel;49.23500517981154, -123.16583024658149
"{""coordinates"": [[-123.0653879274856, 49.23036839195828], [-123.06444088652904, 49.23035851661767]], ""type"": ""LineString""}";1500;1998-01-01;Epoxy;Steel;49.230363454287975, -123.06491440700732
"{""coordinates"": [[-123.13859926892181, 49.28009990984064], [-123.13923242334218, 49.28084349091102], [-123.14048363038911, 49.281834585619414], [-123.1415916733059, 49.28252498042258], [-123.14217672881095, 49.283021695378196], [-123.14295918762659, 49.2842346470472], [-123.14329657914054, 49.284405128482376], [-123.1427902359676, 49.286853341957794], [-123.1429587524548, 49.288274370517016], [-123.14318022817157, 49.28853360693571], [-123.14435897431855, 49.28929808797133], [-123.14442183364898, 49.28939695627141], [-123.14430379575624, 49.289474911933]], ""type"": ""LineString""}";1800;1975-01-01;blank;Steel;49.284608713933864, -123.14206409567315
"{""coordinates"": [[-123.13461462816942, 49.28800119719609], [-123.13444661410406, 49.28811267203596]], ""type"": ""LineString""}";450;1968-01-01;Cement Lined;Ductile Iron;49.28805693461602, -123.13453062113675
"{""coordinates"": [[-123.12432407207073, 49.208408045590126], [-123.12423208207346, 49.208406615365774]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.208407330477954, -123.12427807707209
"{""coordinates"": [[-123.16740520787896, 49.23481263164513], [-123.16735094843268, 49.23481271026028]], ""type"": ""LineString""}";650;1969-01-01;Coal Tar;Steel;49.234812670952714, -123.16737807815582
"{""coordinates"": [[-123.16735094843268, 49.23481271026028], [-123.16729668746724, 49.234812339089444]], ""type"": ""LineString""}";650;1969-01-01;Coal Tar;Steel;49.234812524674865, -123.16732381794996
"{""coordinates"": [[-123.18220991335625, 49.23480626789283], [-123.18219687736456, 49.23480628845329]], ""type"": ""LineString""}";450;1967-01-01;Cement Lined;Cast Iron;49.23480627817306, -123.1822033953604
"{""coordinates"": [[-123.11946617757792, 49.28321412342249], [-123.11907413686444, 49.28295769780733]], ""type"": ""LineString""}";450;1971-01-01;Cement Lined;Ductile Iron;49.283085910614915, -123.11927015722118
"{""coordinates"": [[-123.11678566817562, 49.21792301256918], [-123.1166316263705, 49.22184016963946]], ""type"": ""LineString""}";1050;;blank;<blank>;49.21988159110432, -123.11670864727307
"{""coordinates"": [[-123.1155743868386, 49.240975744577845], [-123.11563486146316, 49.24098096426938]], ""type"": ""LineString""}";650;;blank;Steel;49.24097835442362, -123.11560462415088
"{""coordinates"": [[-123.12425455322553, 49.2076600177935], [-123.12425492993347, 49.20764598472905]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20765300126128, -123.1242547415795
"{""coordinates"": [[-123.08790228789569, 49.24014462150883], [-123.08790136223581, 49.24008750242631]], ""type"": ""LineString""}";450;1968-01-01;Cement Lined;Ductile Iron;49.24011606196757, -123.08790182506576
"{""coordinates"": [[-123.13923443064175, 49.23811527716225], [-123.13925916826256, 49.23811884544398]], ""type"": ""LineString""}";750;1974-01-01;CENT;Steel;49.238117061303114, -123.13924679945215
"{""coordinates"": [[-123.1415029740428, 49.204246159291856], [-123.1428494522678, 49.20439601872985]], ""type"": ""LineString""}";900;1983-01-01;blank;<blank>;49.20432108901085, -123.1421762131553
"{""coordinates"": [[-123.12452184879406, 49.207092864455966], [-123.12455668363147, 49.20707825451849]], ""type"": ""LineString""}";850;1953-01-01;blank;<blank>;49.207085559487226, -123.12453926621276
"{""coordinates"": [[-123.11702560952808, 49.21149697135248], [-123.1169625115886, 49.21311159927763]], ""type"": ""LineString""}";1050;1953-01-01;blank;<blank>;49.21230428531506, -123.11699406055834
"{""coordinates"": [[-123.13693067307425, 49.24647374593614], [-123.1366275499191, 49.246416094545594], [-123.13656486390092, 49.246404384905], [-123.1365025886185, 49.24639213503101], [-123.13644044927769, 49.24637934524881], [-123.13637858303058, 49.24636592544442], [-123.13631699037458, 49.246352055522316], [-123.13625580821396, 49.246337555416815], [-123.13619476224989, 49.24632260535659], [-123.13613412680955, 49.24630703410918], [-123.13607376494213, 49.24629100375072], [-123.13601381357716, 49.24627434321097], [-123.13595413581295, 49.24625723255641], [-123.13589486855462, 49.24623949172169], [-123.13583601229755, 49.24622130061153], [-123.13577756679621, 49.24620256927453], [-123.13571938116145, 49.246183387840915], [-123.13566161977852, 49.24616357621332], [-123.13560440679937, 49.24614331415137], [-123.13554746720877, 49.24612252102142], [-123.13549107599948, 49.24610126846325], [-123.13454210382724, 49.24576461542222], [-123.13450580237955, 49.245754043314385]], ""type"": ""LineString""}";1800;1967-01-01;blank;Steel;49.246152637711965, -123.13570747696413
"{""coordinates"": [[-123.11308438336546, 49.259451895848024], [-123.11308546101617, 49.259424297480365]], ""type"": ""LineString""}";600;1998-01-01;Cement Lined;Ductile Iron;49.2594380966642, -123.11308492219081
"{""coordinates"": [[-123.13867387772784, 49.23809842865702], [-123.13923443064175, 49.23811527716225]], ""type"": ""LineString""}";750;1931-01-01;CENT;Steel;49.23810685290964, -123.1389541541848
"{""coordinates"": [[-123.1078371965127, 49.27700464734963], [-123.10781587510513, 49.27701199832191]], ""type"": ""LineString""}";400;1991-01-01;Cement Lined;Ductile Iron;49.27700832283577, -123.10782653580893
"{""coordinates"": [[-123.13133806100033, 49.29010574408638], [-123.13132345456525, 49.290115412499425], [-123.1313079404239, 49.290125054956555]], ""type"": ""LineString""}";450;1950-01-01;blank;Steel;49.290115507206124, -123.13132306979637
"{""coordinates"": [[-123.1204172525311, 49.287492760502445], [-123.12037665816331, 49.287481199029244]], ""type"": ""LineString""}";600;1928-01-01;blank;Steel;49.287486979765845, -123.12039695534722
"{""coordinates"": [[-123.07156083050405, 49.2304797643283], [-123.07156103986381, 49.23047255899807]], ""type"": ""LineString""}";450;1999-01-01;Epoxy;Steel;49.23047616166319, -123.07156093518392
"{""coordinates"": [[-123.07155932754551, 49.23053281028713], [-123.07156083050405, 49.2304797643283]], ""type"": ""LineString""}";450;1999-01-01;Epoxy;Steel;49.23050628730772, -123.07156007902478
"{""coordinates"": [[-123.07554372318081, 49.264191495575744], [-123.07666613688619, 49.26420102878442]], ""type"": ""LineString""}";900;1993-01-01;Cement Lined;Ductile Iron;49.26419626218008, -123.07610493003348
"{""coordinates"": [[-123.12689583966008, 49.289881123959525], [-123.12688616097006, 49.289887521155265]], ""type"": ""LineString""}";450;1995-01-01;blank;Ductile Iron Concrete Lined;49.2898843225574, -123.12689100031507
"{""coordinates"": [[-123.13588414480624, 49.293110098590745], [-123.13436264447617, 49.292124199906084]], ""type"": ""LineString""}";600;1950-01-01;Coal Tar;Steel;49.292617149248414, -123.1351233946412
