DIAMETER_MM;INSTALLATION_DATE;MATERIAL;Geom;geo_point_2d
200;;Cast Iron;"{""coordinates"": [[-123.09005408141928, 49.2474168541452], [-123.090052367928, 49.24747950726213]], ""type"": ""LineString""}";49.247448180703664, -123.09005322467364
150;1965-01-01;Cast Iron;"{""coordinates"": [[-123.1760932219735, 49.26338013284636], [-123.17607900930633, 49.26337991163611]], ""type"": ""LineString""}";49.263380022241236, -123.17608611563992
150;1948-01-01;Cast Iron;"{""coordinates"": [[-123.10180722367772, 49.23727981404778], [-123.10180497061428, 49.23727974407131]], ""type"": ""LineString""}";49.23727977905955, -123.10180609714602
150;1969-01-01;Cast Iron;"{""coordinates"": [[-123.18501498915515, 49.23958371238764], [-123.18467156308142, 49.239582498807394]], ""type"": ""LineString""}";49.23958310559752, -123.18484327611829
150;1961-01-01;Cast Iron;"{""coordinates"": [[-123.04939897464237, 49.27743426817425], [-123.04919724143078, 49.277432213388465]], ""type"": ""LineString""}";49.277433240781356, -123.04929810803655
100;1992-01-01;Ductile Iron;"{""coordinates"": [[-123.0328820727518, 49.2400587213654], [-123.03277190459008, 49.24001345263712]], ""type"": ""LineString""}";49.24003608700126, -123.03282698867093
300;1952-01-01;Cast Iron;"{""coordinates"": [[-123.09944987086112, 49.21072573238435], [-123.0995067276825, 49.210726268111735]], ""type"": ""LineString""}";49.210726000248044, -123.09947829927181
200;1963-01-01;Cast Iron;"{""coordinates"": [[-123.02623098779482, 49.239750545939565], [-123.02627195975732, 49.23970865478622]], ""type"": ""LineString""}";49.23972960036289, -123.02625147377607
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.08770902445295, 49.24908334239054], [-123.08770954596699, 49.24906747441244]], ""type"": ""LineString""}";49.249075408401495, -123.08770928520997
200;1962-01-01;Cast Iron;"{""coordinates"": [[-123.15025658553866, 49.27247238746198], [-123.15025488060593, 49.27247229073193]], ""type"": ""LineString""}";49.27247233909696, -123.1502557330723
200;1962-01-01;Cast Iron;"{""coordinates"": [[-123.15029734727044, 49.27247291913571], [-123.15031228417389, 49.27246183561634]], ""type"": ""LineString""}";49.272467377376024, -123.15030481572217
150;1965-01-01;Cast Iron;"{""coordinates"": [[-123.09435099542019, 49.220048968003894], [-123.09433271692716, 49.22004871307399]], ""type"": ""LineString""}";49.220048840538944, -123.09434185617368
150;1961-01-01;Cast Iron;"{""coordinates"": [[-123.10057580972402, 49.22015337728075], [-123.10164868494148, 49.22017574492111]], ""type"": ""LineString""}";49.22016456110093, -123.10111224733275
150;1961-01-01;Cast Iron;"{""coordinates"": [[-123.10192887456233, 49.22018433138213], [-123.10164868494148, 49.22017574492111]], ""type"": ""LineString""}";49.22018003815162, -123.10178877975191
200;1996-01-01;Ductile Iron;"{""coordinates"": [[-123.13082294302912, 49.27417606576738], [-123.13086776808919, 49.27420507846842]], ""type"": ""LineString""}";49.274190572117895, -123.13084535555916
200;1984-01-01;Ductile Iron;"{""coordinates"": [[-123.13172420966494, 49.274724863843524], [-123.13167660159947, 49.27469397465389]], ""type"": ""LineString""}";49.2747094192487, -123.1317004056322
450;1924-01-01;Steel;"{""coordinates"": [[-123.11991173638363, 49.28356631777692], [-123.1198852398006, 49.28354929941255]], ""type"": ""LineString""}";49.283557808594736, -123.1198984880921
150;1964-01-01;Cast Iron;"{""coordinates"": [[-123.08257325635154, 49.246502437856044], [-123.08256782903356, 49.24650239675884]], ""type"": ""LineString""}";49.24650241730745, -123.08257054269255
150;1943-01-01;Cast Iron;"{""coordinates"": [[-123.10607968391118, 49.22027460376382], [-123.10600221476692, 49.22027294778726]], ""type"": ""LineString""}";49.22027377577554, -123.10604094933905
150;2017-05-03;Ductile Iron Concrete Lined;"{""coordinates"": [[-123.07637645981627, 49.24645505009858], [-123.07639954371278, 49.24646456078603]], ""type"": ""LineString""}";49.246459805442306, -123.07638800176453
150;;Cast Iron;"{""coordinates"": [[-123.08921260137555, 49.25983466288692], [-123.08921253656534, 49.25983683078288]], ""type"": ""LineString""}";49.259835746834895, -123.08921256897045
150;1967-01-01;Cast Iron;"{""coordinates"": [[-123.13777209734819, 49.21504204258983], [-123.13758262914855, 49.21503997461979]], ""type"": ""LineString""}";49.215041008604814, -123.13767736324836
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.1502304163619, 49.27318938341362], [-123.15024316581409, 49.27291967294553]], ""type"": ""LineString""}";49.27305452817957, -123.15023679108799
150;1954-01-01;Cast Iron;"{""coordinates"": [[-123.04675902724783, 49.27823899618029], [-123.04675909703838, 49.27818193072191]], ""type"": ""LineString""}";49.2782104634511, -123.04675906214311
300;1952-01-01;Cast Iron;"{""coordinates"": [[-123.08593542456235, 49.21112384252974], [-123.08740090273574, 49.21110029071728]], ""type"": ""LineString""}";49.211112066623514, -123.08666816364905
300;1952-01-01;Cast Iron;"{""coordinates"": [[-123.08740090273574, 49.21110029071728], [-123.0880936082437, 49.21109064327477]], ""type"": ""LineString""}";49.21109546699603, -123.08774725548972
300;2005-07-26;Ductile Iron Concrete Lined;"{""coordinates"": [[-123.08907533110349, 49.25974332348029], [-123.08906003583317, 49.259751682827435]], ""type"": ""LineString""}";49.25974750315386, -123.08906768346834
300;2005-07-26;Ductile Iron Concrete Lined;"{""coordinates"": [[-123.08906003583317, 49.259751682827435], [-123.08903636895488, 49.259751413221295]], ""type"": ""LineString""}";49.259751548024376, -123.08904820239403
150;;Cast Iron;"{""coordinates"": [[-123.08921266662895, 49.2597336196281], [-123.08921242444376, 49.25959925834128]], ""type"": ""LineString""}";49.259666438984695, -123.08921254553636
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.08772007275137, 49.248734822878845], [-123.08772011089705, 49.24873308677078]], ""type"": ""LineString""}";49.248733954824814, -123.08772009182421
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.08772011089705, 49.24873308677078], [-123.08772072796896, 49.24870911401816]], ""type"": ""LineString""}";49.24872110039447, -123.087720419433
150;1987-01-01;Ductile Iron;"{""coordinates"": [[-123.08764603004401, 49.25015026011771], [-123.08764753895184, 49.250109987344665]], ""type"": ""LineString""}";49.25013012373118, -123.08764678449793
150;1967-01-01;Cast Iron;"{""coordinates"": [[-123.1375088976083, 49.21647720269953], [-123.13750942717678, 49.21645525358283]], ""type"": ""LineString""}";49.21646622814118, -123.13750916239255
300;1969-04-09;Cast Iron;"{""coordinates"": [[-123.08801290067277, 49.23660010502025], [-123.08801839551549, 49.23660010083383], [-123.08801905759583, 49.236586157695726]], ""type"": ""LineString""}";49.23659509902902, -123.08801785702066
150;1969-01-01;Cast Iron;"{""coordinates"": [[-123.0880195112333, 49.23653994876322], [-123.08802015111313, 49.23652897407357]], ""type"": ""LineString""}";49.2365344614184, -123.08801983117321
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.08755649079424, 49.25273558245525], [-123.08755671191264, 49.252728521038186]], ""type"": ""LineString""}";49.25273205174672, -123.08755660135344
150;1965-01-01;Cast Iron;"{""coordinates"": [[-123.08752346777375, 49.25377601277983], [-123.08752682849334, 49.253725960826024]], ""type"": ""LineString""}";49.25375098680293, -123.08752514813355
150;1963-01-01;Ductile Iron;"{""coordinates"": [[-123.07995642160546, 49.24648932848228], [-123.07836504094048, 49.24647960661985]], ""type"": ""LineString""}";49.24648446755106, -123.07916073127296
300;1959-01-01;Cast Iron;"{""coordinates"": [[-123.13687951913143, 49.213123105140106], [-123.13745138602765, 49.2131330854736]], ""type"": ""LineString""}";49.21312809530686, -123.13716545257955
300;1959-01-01;Cast Iron;"{""coordinates"": [[-123.13761581883317, 49.213136172968305], [-123.13773883572694, 49.21313769047096]], ""type"": ""LineString""}";49.21313693171963, -123.13767732728004
200;1951-01-01;Cast Iron;"{""coordinates"": [[-123.11670437631061, 49.214044968241886], [-123.11669587920845, 49.21413344544394]], ""type"": ""LineString""}";49.214089206842914, -123.11670012775953
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.11338797385311, 49.21702949651315], [-123.11338798700862, 49.217029244632435]], ""type"": ""LineString""}";49.21702937057279, -123.11338798043089
150;1945-01-01;Cast Iron;"{""coordinates"": [[-123.13636862442658, 49.213175936056025], [-123.13636753519148, 49.213199253124124]], ""type"": ""LineString""}";49.213187594590075, -123.13636807980903
300;1959-01-01;Cast Iron;"{""coordinates"": [[-123.13627123902452, 49.213113182929845], [-123.13634474257692, 49.213114472470245]], ""type"": ""LineString""}";49.21311382770004, -123.13630799080073
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.15014872146936, 49.275283651169296], [-123.15014952105592, 49.275266262428005]], ""type"": ""LineString""}";49.275274956798654, -123.15014912126266
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.15014998586109, 49.27525634012939], [-123.150150140787, 49.27525302969815]], ""type"": ""LineString""}";49.27525468491377, -123.15015006332405
200;1962-01-01;Cast Iron;"{""coordinates"": [[-123.15025860613014, 49.272449680963696], [-123.150258721985, 49.27244709019703]], ""type"": ""LineString""}";49.27244838558036, -123.15025866405756
150;1944-01-01;Cast Iron;"{""coordinates"": [[-123.09552538268221, 49.220060290346694], [-123.09573662407473, 49.22006414534809]], ""type"": ""LineString""}";49.22006221784739, -123.09563100337847
150;1962-01-01;Cast Iron;"{""coordinates"": [[-123.09478198012431, 49.220043218010396], [-123.09478159298838, 49.22005620750324]], ""type"": ""LineString""}";49.22004971275682, -123.09478178655634
200;;Cast Iron;"{""coordinates"": [[-123.14600850935236, 49.216016000192745], [-123.145471997666, 49.21600750191952]], ""type"": ""LineString""}";49.21601175105613, -123.14574025350917
200;;Cast Iron;"{""coordinates"": [[-123.14778450573459, 49.216044109720826], [-123.1460364952954, 49.216016441564584]], ""type"": ""LineString""}";49.21603027564271, -123.14691050051499
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.15026182297316, 49.27238179904285], [-123.15026182291851, 49.27238178105254]], ""type"": ""LineString""}";49.27238179004769, -123.15026182294585
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.1501875288196, 49.27444953067741], [-123.15018998070282, 49.27440130426971]], ""type"": ""LineString""}";49.27442541747356, -123.15018875476122
150;1956-01-01;Cast Iron;"{""coordinates"": [[-123.11401820552885, 49.21777634782346], [-123.11347685287734, 49.21777053023811]], ""type"": ""LineString""}";49.217773439030786, -123.1137475292031
150;1956-01-01;Cast Iron;"{""coordinates"": [[-123.1133525896258, 49.21776912304738], [-123.11334293578746, 49.21776898859585]], ""type"": ""LineString""}";49.21776905582162, -123.11334776270664
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.08757577322939, 49.25196044948589], [-123.0875778548814, 49.251917630644044]], ""type"": ""LineString""}";49.25193904006497, -123.08757681405538
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.0875560994828, 49.25274742046428], [-123.08755625617285, 49.25274277881086]], ""type"": ""LineString""}";49.25274509963757, -123.08755617782782
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.11338277493545, 49.216971823885984], [-123.11338301816247, 49.21696409670235]], ""type"": ""LineString""}";49.21696796029417, -123.11338289654896
200;2007-07-10;Ductile Iron Concrete Lined;"{""coordinates"": [[-123.11663271726052, 49.21780440244881], [-123.11663219542773, 49.21780439398044]], ""type"": ""LineString""}";49.217804398214625, -123.11663245634412
150;1967-01-01;Cast Iron;"{""coordinates"": [[-123.1375621536825, 49.21419299405415], [-123.13754821783733, 49.214910933281686]], ""type"": ""LineString""}";49.214551963667915, -123.13755518575991
300;1959-01-01;Cast Iron;"{""coordinates"": [[-123.1375889605195, 49.21313573720874], [-123.13761216632398, 49.21313611435276]], ""type"": ""LineString""}";49.21313592578074, -123.13760056342171
150;1959-01-01;Cast Iron;"{""coordinates"": [[-123.13549641868336, 49.21486088881746], [-123.1354958661732, 49.21487978855652]], ""type"": ""LineString""}";49.21487033868699, -123.1354961424283
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.08758535882167, 49.25176293409424], [-123.0876178752309, 49.25105886222541]], ""type"": ""LineString""}";49.25141089815983, -123.08760161702628
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.13548928149115, 49.21508805508321], [-123.13548919326526, 49.21509094267263]], ""type"": ""LineString""}";49.215089498877916, -123.13548923737821
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.13549008278869, 49.21505970101026], [-123.13548936897945, 49.21508489763613]], ""type"": ""LineString""}";49.2150722993232, -123.13548972588407
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.13567417157255, 49.215012772427244], [-123.13569498846395, 49.21501294587094]], ""type"": ""LineString""}";49.21501285914909, -123.13568458001825
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.13550919734124, 49.21500975476513], [-123.13549211494232, 49.21500944197827]], ""type"": ""LineString""}";49.215009598371694, -123.13550065614177
200;1957-01-01;Cast Iron;"{""coordinates"": [[-123.11678352986148, 49.21702708497911], [-123.11678454029602, 49.21698969058124]], ""type"": ""LineString""}";49.21700838778017, -123.11678403507875
150;1953-01-01;Cast Iron;"{""coordinates"": [[-123.17867422661014, 49.23288284765857], [-123.17858925221682, 49.23288205254343]], ""type"": ""LineString""}";49.232882450100995, -123.17863173941348
150;1959-01-01;Cast Iron;"{""coordinates"": [[-123.13552227810145, 49.21397323980137], [-123.13549641868336, 49.21486088881746]], ""type"": ""LineString""}";49.214417064309416, -123.1355093483924
150;2017-05-03;Ductile Iron Concrete Lined;"{""coordinates"": [[-123.07599202417599, 49.24646765406062], [-123.07600322063577, 49.246457706964385]], ""type"": ""LineString""}";49.24646268051251, -123.07599762240588
150;1967-01-01;Cast Iron;"{""coordinates"": [[-123.18522530393214, 49.23387490709021], [-123.18521412258764, 49.23387492501755]], ""type"": ""LineString""}";49.23387491605388, -123.1852197132599
150;1967-01-01;Cast Iron;"{""coordinates"": [[-123.18521412258764, 49.23387492501755], [-123.18520711697604, 49.23387490926351]], ""type"": ""LineString""}";49.23387491714053, -123.18521061978184
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.08147750611369, 49.246496856199606], [-123.08139137025601, 49.24649648514353]], ""type"": ""LineString""}";49.24649667067157, -123.08143443818484
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.15011861406049, 49.276135453760354], [-123.1501186139786, 49.27613542677489]], ""type"": ""LineString""}";49.27613544026762, -123.15011861401955
150;1957-01-01;Cast Iron;"{""coordinates"": [[-123.15014669369235, 49.27534027852498], [-123.15014872146936, 49.275283651169296]], ""type"": ""LineString""}";49.275311964847134, -123.15014770758086
150;1955-01-01;Cast Iron;"{""coordinates"": [[-123.04674894626618, 49.28120301965908], [-123.0467496613455, 49.28107222050518]], ""type"": ""LineString""}";49.281137620082134, -123.04674930380584
200;1957-01-01;Cast Iron;"{""coordinates"": [[-123.11675316409422, 49.21780034983462], [-123.11675571337011, 49.21773998894141]], ""type"": ""LineString""}";49.21777016938802, -123.11675443873216
150;1931-01-01;Cast Iron;"{""coordinates"": [[-123.11252854359539, 49.25485203303502], [-123.11252881680397, 49.25484526836351]], ""type"": ""LineString""}";49.254848650699266, -123.11252868019969
150;1931-01-01;Cast Iron;"{""coordinates"": [[-123.11252897312177, 49.25484149021888], [-123.11253013401155, 49.2548141436194]], ""type"": ""LineString""}";49.25482781691914, -123.11252955356666
200;1963-01-01;Cast Iron;"{""coordinates"": [[-123.04968473331913, 49.2489422300491], [-123.04968084884682, 49.24934344582236]], ""type"": ""LineString""}";49.249142837935736, -123.04968279108297
200;1963-01-01;Cast Iron;"{""coordinates"": [[-123.04968880231542, 49.248738639319335], [-123.04969870250443, 49.248047495711674]], ""type"": ""LineString""}";49.24839306751551, -123.04969375240991
